alpha,task_name,cleaning_method,cluster_method,median_H,mean_H,n_rows
0.47,hospital,mode,HC,0.6468630545740786,0.6579309580825784,15
0.47,hospital,mode,KMEANS,0.4391509216330803,0.4348387336502944,15
0.47,hospital,mode,KMEANSNF,0.4435876690011266,0.44569306620852045,15
0.47,hospital,mode,KMEANSPPS,0.41113178223605257,0.4207185411728051,15
0.47,hospital,scared,DBSCAN,0.3415938459868745,0.3500532926875617,7
0.47,hospital,scared,GMM,0.4409154000149668,0.4653934859265226,15
0.47,hospital,scared,HC,0.6167169891892246,0.6263527394790142,15
0.47,hospital,scared,KMEANS,0.4378845616187267,0.45330047423563624,14
0.47,hospital,scared,KMEANSNF,0.44669763832562376,0.44427854550198775,14
0.47,hospital,scared,KMEANSPPS,0.4312160136503284,0.4519164867209306,14
0.47,rayyan,GroundTruth,DBSCAN,0.5210239650693888,0.5095559851292246,15
0.47,rayyan,GroundTruth,GMM,0.7494647147213103,0.7478681979731893,15
0.47,rayyan,GroundTruth,HC,0.8274519613475784,0.8274519613475785,15
0.47,rayyan,GroundTruth,KMEANS,0.7511397440379808,0.7508463995467007,15
0.47,rayyan,GroundTruth,KMEANSNF,0.7110304389525186,0.7110304389525186,15
0.47,rayyan,GroundTruth,KMEANSPPS,0.7217005612649287,0.7203822096393677,15
0.47,rayyan,Unified,DBSCAN,0.4832147853643114,0.4775532163296277,15
0.47,rayyan,Unified,GMM,0.7143392156257062,0.7143741442507802,15
0.47,rayyan,Unified,HC,0.8114318954109955,0.8076161099795696,15
0.47,rayyan,Unified,KMEANS,0.7166787015099094,0.7123765957037692,15
0.47,rayyan,Unified,KMEANSNF,0.6628479896292697,0.6608443996142978,15
0.47,rayyan,Unified,KMEANSPPS,0.6661742818704729,0.6770502367859329,15
0.47,rayyan,baran,DBSCAN,0.4480616665215604,0.4600454907084172,15
0.47,rayyan,baran,GMM,0.7342511357577719,0.731411903693821,15
0.47,rayyan,baran,HC,0.7604098329409308,0.7771839922712084,15
0.47,rayyan,baran,KMEANS,0.7342511357577719,0.7327130931406788,15
0.47,rayyan,baran,KMEANSNF,0.6544590808599594,0.6713334386824658,15
0.47,rayyan,baran,KMEANSPPS,0.7077183249858188,0.7070710613904012,15
0.47,rayyan,bigdansing,DBSCAN,0.4853205413912505,0.4864213602577944,15
0.47,rayyan,bigdansing,GMM,0.7832021497530064,0.784719632623195,15
0.47,rayyan,bigdansing,HC,0.8419976820517787,0.820850773425112,15
0.47,rayyan,bigdansing,KMEANS,0.7793549335939595,0.779480105269693,15
0.47,rayyan,bigdansing,KMEANSNF,0.7382238344773692,0.731174695572511,15
0.47,rayyan,bigdansing,KMEANSPPS,0.7434514007271061,0.7318617659392428,15
0.47,rayyan,holoclean,DBSCAN,0.5266173522365054,0.5249504033306647,15
0.47,rayyan,holoclean,GMM,0.657960703351145,0.6684996631649999,15
0.47,rayyan,holoclean,HC,0.8228840132493253,0.8253391784136447,15
0.47,rayyan,holoclean,KMEANS,0.6477802751820511,0.6503467676779544,15
0.47,rayyan,holoclean,KMEANSNF,0.6159860244981805,0.6102040371056899,15
0.47,rayyan,holoclean,KMEANSPPS,0.6076663829621002,0.6040742661714328,15
0.47,rayyan,horizon,DBSCAN,0.483817514711802,0.48174322984055584,14
0.47,rayyan,horizon,GMM,0.7503442167207737,0.7533143542773886,15
0.47,rayyan,horizon,HC,0.8494300179792611,0.8238373950222205,15
0.47,rayyan,horizon,KMEANS,0.7538426146198531,0.7534740720219097,15
0.47,rayyan,horizon,KMEANSNF,0.6960023405633871,0.6939873573451341,15
0.47,rayyan,horizon,KMEANSPPS,0.712000255642775,0.6991396903634912,15
0.47,rayyan,mode,DBSCAN,0.5457666842785023,0.5459097430304117,15
0.47,rayyan,mode,GMM,0.6295595570465342,0.6425359015333278,15
0.47,rayyan,mode,HC,0.7863044978778614,0.7935443407967321,15
0.47,rayyan,mode,KMEANS,0.6279138162263554,0.6461337174929725,15
0.47,rayyan,mode,KMEANSNF,0.5913105964111887,0.6118181244029948,15
0.47,rayyan,mode,KMEANSPPS,0.6133910678590773,0.6216992980546149,15
0.47,rayyan,scared,DBSCAN,0.4880754482044486,0.48555537774192853,14
0.47,rayyan,scared,GMM,0.72197718199452,0.7229574947343791,15
0.47,rayyan,scared,HC,0.8211820249652317,0.8108165861820796,15
0.47,rayyan,scared,KMEANS,0.7196709187991288,0.7250959379210745,15
0.47,rayyan,scared,KMEANSNF,0.6800039167168477,0.6724123766854614,15
0.47,rayyan,scared,KMEANSPPS,0.6991912807387115,0.693498270480603,15
0.5,beers,GroundTruth,DBSCAN,0.5366843153514612,0.5366843153514612,15
0.5,beers,GroundTruth,GMM,0.5114110869999351,0.5123446882364922,15
0.5,beers,GroundTruth,HC,0.6835665151712144,0.6821733574868696,15
0.5,beers,GroundTruth,KMEANS,0.5239022853481461,0.5235604185071876,15
0.5,beers,GroundTruth,KMEANSNF,0.5179139708463985,0.5174757060038571,15
0.5,beers,GroundTruth,KMEANSPPS,0.5141615184565591,0.5127010624167032,15
0.5,beers,Unified,DBSCAN,0.5005833942019432,0.4774262572742128,15
0.5,beers,Unified,GMM,0.5549616945581951,0.5561852468434678,15
0.5,beers,Unified,HC,0.7279374726291237,0.7490712934157794,15
0.5,beers,Unified,KMEANS,0.5565492956793718,0.5571449370967873,15
0.5,beers,Unified,KMEANSNF,0.5437938434712686,0.5453346161984378,15
0.5,beers,Unified,KMEANSPPS,0.5416436696385057,0.5410840472317655,15
0.5,beers,baran,DBSCAN,0.4993884259085654,0.5016787703480879,15
0.5,beers,baran,GMM,0.5695951083324483,0.5709002578658265,15
0.5,beers,baran,HC,0.7516828510794255,0.7690639573654232,15
0.5,beers,baran,KMEANS,0.5782194833840892,0.5778564995069809,15
0.5,beers,baran,KMEANSNF,0.5589302203172306,0.5629398858706529,15
0.5,beers,baran,KMEANSPPS,0.5476676933354698,0.5462365096817258,15
0.5,beers,bigdansing,DBSCAN,0.47215744933111514,0.4627973859808543,15
0.5,beers,bigdansing,GMM,0.5450298520940947,0.5471924102411055,15
0.5,beers,bigdansing,HC,0.7550615918251022,0.7380884195556132,15
0.5,beers,bigdansing,KMEANS,0.5621815037087959,0.5592806702398115,15
0.5,beers,bigdansing,KMEANSNF,0.5577320719177481,0.5541597192888562,15
0.5,beers,bigdansing,KMEANSPPS,0.5272177245453962,0.5319244938305469,15
0.5,beers,boostclean,DBSCAN,0.4658435636387381,0.46110698504604686,15
0.5,beers,boostclean,GMM,0.5482927563540031,0.5423965734510205,15
0.5,beers,boostclean,HC,0.751182575987553,0.7344555618926787,15
0.5,beers,boostclean,KMEANS,0.542979949194502,0.5420336646833614,15
0.5,beers,boostclean,KMEANSNF,0.5409835018183697,0.5361372687922888,15
0.5,beers,boostclean,KMEANSPPS,0.5217123337019104,0.5298340871192464,15
0.5,beers,holoclean,DBSCAN,0.5254819211080638,0.5179476038834137,13
0.5,beers,holoclean,GMM,0.5439215701717832,0.5444494370753388,13
0.5,beers,holoclean,HC,0.7492869229788522,0.7406094834909708,13
0.5,beers,holoclean,KMEANS,0.5462721971632987,0.5422863945086711,13
0.5,beers,holoclean,KMEANSNF,0.5420654840535544,0.5353788599443738,13
0.5,beers,holoclean,KMEANSPPS,0.5192562957504256,0.5265048787727603,13
0.5,beers,horizon,DBSCAN,0.492932852616569,0.48600445003962267,15
0.5,beers,horizon,GMM,0.5596168009359922,0.5593303481214612,15
0.5,beers,horizon,HC,0.7466389565119117,0.7514575196795961,15
0.5,beers,horizon,KMEANS,0.555002474348096,0.5586767220216451,15
0.5,beers,horizon,KMEANSNF,0.5515034297141388,0.5519584688870779,15
0.5,beers,horizon,KMEANSPPS,0.5386950461764881,0.5355551016829172,15
0.5,beers,mode,DBSCAN,0.5408498165276933,0.542455387990876,13
0.5,beers,mode,GMM,0.6315408045461564,0.6212726689527772,13
0.5,beers,mode,HC,0.7616142577236238,0.7669690265233804,13
0.5,beers,mode,KMEANS,0.6388008323069295,0.6342264269153384,13
0.5,beers,mode,KMEANSNF,0.6116952015274814,0.6048406421844137,13
0.5,beers,mode,KMEANSPPS,0.6107526827138525,0.5972537486060292,13
0.5,beers,scared,DBSCAN,0.5013699051271894,0.48599108860097845,14
0.5,beers,scared,GMM,0.5625412930522061,0.5593354344313458,15
0.5,beers,scared,HC,0.7391566175380235,0.7308290201404443,15
0.5,beers,scared,KMEANS,0.5490059964355594,0.5560086134785341,15
0.5,beers,scared,KMEANSNF,0.5536816968843675,0.5537108202299882,15
0.5,beers,scared,KMEANSPPS,0.5358697797434103,0.5288244745681803,15
0.5,flights,GroundTruth,DBSCAN,0.6029551254005922,0.6029551254005922,15
0.5,flights,GroundTruth,GMM,0.6353978203580214,0.6197041479259447,15
0.5,flights,GroundTruth,HC,0.6924668593794971,0.6921472313825435,15
0.5,flights,GroundTruth,KMEANS,0.680652882764804,0.680652882764804,15
0.5,flights,GroundTruth,KMEANSNF,0.6165323073834444,0.6157507418872938,15
0.5,flights,GroundTruth,KMEANSPPS,0.6373600748482553,0.6387963837620269,15
0.5,flights,Unified,DBSCAN,0.5571860367602699,0.5704375830338677,15
0.5,flights,Unified,GMM,0.5704203757135125,0.5728246957978628,15
0.5,flights,Unified,HC,0.6445930662083541,0.6433700908827841,15
0.5,flights,Unified,KMEANS,0.5920485605148175,0.5909290501677908,15
0.5,flights,Unified,KMEANSNF,0.5634128090914005,0.5665436902065886,15
0.5,flights,Unified,KMEANSPPS,0.5696905919509934,0.5759809773394291,15
0.5,flights,baran,DBSCAN,0.5952524472993853,0.5430017700116926,15
0.5,flights,baran,GMM,0.615740326203698,0.5992169668895835,15
0.5,flights,baran,HC,0.6864160509725857,0.6928157527902895,15
0.5,flights,baran,KMEANS,0.626774218354335,0.6066543486005084,15
0.5,flights,baran,KMEANSNF,0.5890389324813409,0.5906390984365502,15
0.5,flights,baran,KMEANSPPS,0.5846683884703436,0.5859431021945648,15
0.5,flights,bigdansing,DBSCAN,0.5165082622633144,0.5150476229988378,15
0.5,flights,bigdansing,GMM,0.5727761802204879,0.5791720433932972,15
0.5,flights,bigdansing,HC,0.6366951916595833,0.642329140004197,15
0.5,flights,bigdansing,KMEANS,0.6055701855569059,0.6086062583608245,15
0.5,flights,bigdansing,KMEANSNF,0.60025956434417,0.5999356434185569,15
0.5,flights,bigdansing,KMEANSPPS,0.5884629555307349,0.5944193917434695,15
0.5,flights,boostclean,DBSCAN,0.4661069660686405,0.480312607404587,15
0.5,flights,boostclean,GMM,0.5507809737190665,0.5486161007020508,15
0.5,flights,boostclean,HC,0.6265239669198768,0.6170074613923565,15
0.5,flights,boostclean,KMEANS,0.5553842749308585,0.5596308892476043,15
0.5,flights,boostclean,KMEANSNF,0.5450153007626858,0.5469587925785133,15
0.5,flights,boostclean,KMEANSPPS,0.5401121007108247,0.5451585192431612,15
0.5,flights,holoclean,DBSCAN,0.5307997688445472,0.5314932241412273,14
0.5,flights,holoclean,GMM,0.6356331273601914,0.6292578440796587,14
0.5,flights,holoclean,HC,0.6643215116422646,0.6606647205381977,14
0.5,flights,holoclean,KMEANS,0.6309220610083442,0.6309220610083442,14
0.5,flights,holoclean,KMEANSNF,0.600308148821889,0.598577128960171,14
0.5,flights,holoclean,KMEANSPPS,0.6074664506618073,0.6081511319659937,14
0.5,flights,horizon,DBSCAN,0.6431010398254612,0.6397747348432118,15
0.5,flights,horizon,GMM,0.625571171796643,0.6352151296734612,15
0.5,flights,horizon,HC,0.7654165431986268,0.7398727945257344,15
0.5,flights,horizon,KMEANS,0.6466102500532203,0.6454228575132359,15
0.5,flights,horizon,KMEANSNF,0.606678404895429,0.6159044873841367,15
0.5,flights,horizon,KMEANSPPS,0.6151287949662676,0.6235697890478348,15
0.5,flights,mode,DBSCAN,0.6315980229823233,0.6085816180681553,15
0.5,flights,mode,GMM,0.7368391272915548,0.7074045805965183,15
0.5,flights,mode,HC,0.8113071056292472,0.783674323293561,15
0.5,flights,mode,KMEANS,0.7410479768079558,0.7076812495279171,15
0.5,flights,mode,KMEANSNF,0.6511099548578989,0.636374389368463,15
0.5,flights,mode,KMEANSPPS,0.6459877698833036,0.6444387828667257,15
0.5,flights,scared,DBSCAN,0.48675055761832237,0.4880174421706965,14
0.5,flights,scared,GMM,0.5536837074289609,0.554535870409612,15
0.5,flights,scared,HC,0.6164701709035615,0.6179566419290257,15
0.5,flights,scared,KMEANS,0.5637180241071948,0.5634976530755869,15
0.5,flights,scared,KMEANSNF,0.54308976362753,0.5496292367304123,15
0.5,flights,scared,KMEANSPPS,0.5478190915723159,0.5503540756943806,15
0.5,hospital,GroundTruth,DBSCAN,0.4647315058113944,0.4644609736788389,15
0.5,hospital,GroundTruth,GMM,0.574389250278244,0.5718902110350237,15
0.5,hospital,GroundTruth,HC,0.7856203950103534,0.7799474064880969,15
0.5,hospital,GroundTruth,KMEANS,0.5726393563627211,0.5722207686016166,15
0.5,hospital,GroundTruth,KMEANSNF,0.5625928771404816,0.5615324469640858,15
0.5,hospital,GroundTruth,KMEANSPPS,0.5637243519879619,0.5677772888187456,15
0.5,hospital,Unified,DBSCAN,0.368047981053629,0.37191942097065633,7
0.5,hospital,Unified,GMM,0.44973911636106395,0.4678811625573879,15
0.5,hospital,Unified,HC,0.6045683676331927,0.6238002186657456,15
0.5,hospital,Unified,KMEANS,0.4389668385475668,0.46021437854271086,15
0.5,hospital,Unified,KMEANSNF,0.45429800368017664,0.45498598748349617,15
0.5,hospital,Unified,KMEANSPPS,0.430482085659273,0.44222259207521614,15
0.5,hospital,baran,DBSCAN,0.41973700751842385,0.42492708940515656,15
0.5,hospital,baran,GMM,0.5531060417512174,0.5581097563000731,15
0.5,hospital,baran,HC,0.7712128584368574,0.7601429696739977,15
0.5,hospital,baran,KMEANS,0.5533570930355148,0.543529218941559,15
0.5,hospital,baran,KMEANSNF,0.5323586010338314,0.5277309551396515,15
0.5,hospital,baran,KMEANSPPS,0.5295675479293587,0.5254173989456487,15
0.5,hospital,bigdansing,DBSCAN,0.3720049015654296,0.3714402970681822,13
0.5,hospital,bigdansing,GMM,0.47453779656551454,0.4657178232787474,15
0.5,hospital,bigdansing,HC,0.6823186005166423,0.6789210978627693,15
0.5,hospital,bigdansing,KMEANS,0.45901657869053614,0.46393315433710003,15
0.5,hospital,bigdansing,KMEANSNF,0.47147876270857453,0.4657138548494179,15
0.5,hospital,bigdansing,KMEANSPPS,0.46375003405252824,0.4541281632420767,15
0.5,hospital,boostclean,DBSCAN,0.3534914931385558,0.3644863689894008,9
0.5,hospital,boostclean,GMM,0.4479495697967295,0.4639181542510089,14
0.5,hospital,boostclean,HC,0.6014277346545409,0.62062020906071,14
0.5,hospital,boostclean,KMEANS,0.43744988283441,0.4575121324538797,14
0.5,hospital,boostclean,KMEANSNF,0.43988708560787043,0.4522899998522257,14
0.5,hospital,boostclean,KMEANSPPS,0.4294946641373185,0.44399961239966723,14
0.5,hospital,holoclean,DBSCAN,0.38009525698425367,0.3807625857673579,9
0.5,hospital,holoclean,GMM,0.4616706145980252,0.4703618200146257,9
0.5,hospital,holoclean,HC,0.667432894725659,0.6793608937636842,9
0.5,hospital,holoclean,KMEANS,0.4562715512634331,0.47019306804468275,9
0.5,hospital,holoclean,KMEANSNF,0.4640887179401845,0.4680606741530026,9
0.5,hospital,holoclean,KMEANSPPS,0.44523453682469494,0.45847884254269416,9
0.5,hospital,horizon,DBSCAN,0.38093314486936075,0.3845528388377196,15
0.5,hospital,horizon,GMM,0.5081549744611255,0.5191216554323204,15
0.5,hospital,horizon,HC,0.6905684898886069,0.6825855317349762,15
0.5,hospital,horizon,KMEANS,0.5092324811646745,0.5175620717541477,15
0.5,hospital,horizon,KMEANSNF,0.5078259417233668,0.5111253525302737,15
0.5,hospital,horizon,KMEANSPPS,0.487399617234945,0.4972882713019363,15
0.5,hospital,mode,DBSCAN,0.38027983945661614,0.3726499998326039,15
0.5,hospital,mode,GMM,0.4425164110036818,0.4442188212704412,15
0.5,hospital,mode,HC,0.6456711667029962,0.6573405377909295,15
0.5,hospital,mode,KMEANS,0.44393132829089277,0.440302054110289,15
0.5,hospital,mode,KMEANSNF,0.44849863271882906,0.45045560918979416,15
0.5,hospital,mode,KMEANSPPS,0.41666803792218876,0.4266932927035531,15
0.5,hospital,scared,DBSCAN,0.3476061286958124,0.35468988806565355,7
0.5,hospital,scared,GMM,0.44673822936246654,0.4700782609703538,15
0.5,hospital,scared,HC,0.6160343329030246,0.6257223077628742,15
0.5,hospital,scared,KMEANS,0.44337994773087774,0.4583858450862395,14
0.5,hospital,scared,KMEANSNF,0.45176406547509707,0.44945395302346264,14
0.5,hospital,scared,KMEANSPPS,0.43690451466858926,0.45711372794278937,14
0.5,rayyan,GroundTruth,DBSCAN,0.5304749718935009,0.5192704040858851,15
0.5,rayyan,GroundTruth,GMM,0.7530662719010142,0.7515256954201681,15
0.5,rayyan,GroundTruth,HC,0.8300486845416789,0.8300486845416789,15
0.5,rayyan,GroundTruth,KMEANS,0.7547842153102275,0.754498514848252,15
0.5,rayyan,GroundTruth,KMEANSNF,0.7155133453880758,0.7155133453880758,15
0.5,rayyan,GroundTruth,KMEANSPPS,0.7260895029032755,0.7251238829194164,15
0.5,rayyan,Unified,DBSCAN,0.4941832595206028,0.48722161237852835,15
0.5,rayyan,Unified,GMM,0.7182402035693175,0.718013399039892,15
0.5,rayyan,Unified,HC,0.8113827867593336,0.8083316422835206,15
0.5,rayyan,Unified,KMEANS,0.7188684808118111,0.7161400501813643,15
0.5,rayyan,Unified,KMEANSNF,0.6680059857646081,0.6665899567905866,15
0.5,rayyan,Unified,KMEANSPPS,0.6726090682569392,0.6818286313910192,15
0.5,rayyan,baran,DBSCAN,0.4572103243107044,0.4695585426963436,15
0.5,rayyan,baran,GMM,0.7375620319348976,0.7347384020150838,15
0.5,rayyan,baran,HC,0.7601758452218069,0.777999955480363,15
0.5,rayyan,baran,KMEANS,0.7375620319348976,0.7360795654567859,15
0.5,rayyan,baran,KMEANSNF,0.6595302938522093,0.676446836429487,15
0.5,rayyan,baran,KMEANSPPS,0.7117424256054861,0.7110001373862854,15
0.5,rayyan,bigdansing,DBSCAN,0.49556983808872573,0.4973647069796319,15
0.5,rayyan,bigdansing,GMM,0.7881381917070909,0.7881718808916583,15
0.5,rayyan,bigdansing,HC,0.8440385135594913,0.822176000070891,15
0.5,rayyan,bigdansing,KMEANS,0.7823552899044958,0.7831855998496613,15
0.5,rayyan,bigdansing,KMEANSNF,0.7445964939963875,0.7363460668363946,15
0.5,rayyan,bigdansing,KMEANSPPS,0.7475739221834117,0.7359594974337462,15
0.5,rayyan,holoclean,DBSCAN,0.5374738550550504,0.5338523564549992,15
0.5,rayyan,holoclean,GMM,0.6592453300825272,0.6725255746885849,15
0.5,rayyan,holoclean,HC,0.8252845907933735,0.826279736268612,15
0.5,rayyan,holoclean,KMEANS,0.653442873249204,0.6541308770073258,15
0.5,rayyan,holoclean,KMEANSNF,0.621678227140643,0.6153357072697674,15
0.5,rayyan,holoclean,KMEANSPPS,0.6126997530469755,0.6090406399351607,15
0.5,rayyan,horizon,DBSCAN,0.4944258020935283,0.49183605792047036,14
0.5,rayyan,horizon,GMM,0.7544645499170699,0.756357974512121,15
0.5,rayyan,horizon,HC,0.8493145301434697,0.8242203176838933,15
0.5,rayyan,horizon,KMEANS,0.7566509605214093,0.7565201347148278,15
0.5,rayyan,horizon,KMEANSNF,0.7026382827954175,0.6989678620703216,15
0.5,rayyan,horizon,KMEANSPPS,0.7156982534584887,0.7033274881783588,15
0.5,rayyan,mode,DBSCAN,0.557217772122963,0.5567961978115321,15
0.5,rayyan,mode,GMM,0.6373431109302119,0.6499764228826751,15
0.5,rayyan,mode,HC,0.7871759075336778,0.7945314022177119,15
0.5,rayyan,mode,KMEANS,0.6360107118239977,0.6536210376302148,15
0.5,rayyan,mode,KMEANSNF,0.5980911316372954,0.6186872520066581,15
0.5,rayyan,mode,KMEANSPPS,0.6208974491250427,0.628684402994385,15
0.5,rayyan,scared,DBSCAN,0.4988469499007858,0.49541743112971043,14
0.5,rayyan,scared,GMM,0.7249701505150279,0.7269279085097541,15
0.5,rayyan,scared,HC,0.8208859651669221,0.8116014468771773,15
0.5,rayyan,scared,KMEANS,0.72282767663655,0.7287662387858866,15
0.5,rayyan,scared,KMEANSNF,0.686025672180143,0.6780296208640448,15
0.5,rayyan,scared,KMEANSPPS,0.7008810881240274,0.6980784215421477,15
0.75,beers,GroundTruth,DBSCAN,0.6046525374963543,0.6046525374963543,15
0.75,beers,GroundTruth,GMM,0.5513852528257494,0.5562022296485465,15
0.75,beers,GroundTruth,HC,0.6897241158429253,0.6875287004520221,15
0.75,beers,GroundTruth,KMEANS,0.5678827418063623,0.5674582889196894,15
0.75,beers,GroundTruth,KMEANSNF,0.5634622902381294,0.563067566493627,15
0.75,beers,GroundTruth,KMEANSPPS,0.5606738329794462,0.5597995585590001,15
0.75,beers,Unified,DBSCAN,0.586624298959804,0.5586142455443647,15
0.75,beers,Unified,GMM,0.5974951290876662,0.5957206028493616,15
0.75,beers,Unified,HC,0.7269308352641348,0.7474069142102417,15
0.75,beers,Unified,KMEANS,0.5967205549715268,0.5982980450263586,15
0.75,beers,Unified,KMEANSNF,0.5845315638827627,0.5870212257738324,15
0.75,beers,Unified,KMEANSPPS,0.5851967508351615,0.5867160685078118,15
0.75,beers,baran,DBSCAN,0.5723398692356328,0.5783813717268471,15
0.75,beers,baran,GMM,0.611328213372914,0.6102788603335353,15
0.75,beers,baran,HC,0.762626708992944,0.7742370599838236,15
0.75,beers,baran,KMEANS,0.6186548686059895,0.6162048252256778,15
0.75,beers,baran,KMEANSNF,0.6008533638523039,0.6036284094542423,15
0.75,beers,baran,KMEANSPPS,0.592554748881441,0.590148154274619,15
0.75,beers,bigdansing,DBSCAN,0.5452303409175699,0.540537159526074,15
0.75,beers,bigdansing,GMM,0.5877582480126361,0.5887852250222047,15
0.75,beers,bigdansing,HC,0.7502299191898468,0.7348204610337968,15
0.75,beers,bigdansing,KMEANS,0.6030295744665625,0.6002937275225085,15
0.75,beers,bigdansing,KMEANSNF,0.5978720877468798,0.5943654045947679,15
0.75,beers,bigdansing,KMEANSPPS,0.5759465319824599,0.5811227683252516,15
0.75,beers,boostclean,DBSCAN,0.5487210536506331,0.5337604370016843,15
0.75,beers,boostclean,GMM,0.5841903107897827,0.5840358605959697,15
0.75,beers,boostclean,HC,0.7433013921072131,0.7328119773948552,15
0.75,beers,boostclean,KMEANS,0.5832851173275723,0.5852245741630447,15
0.75,beers,boostclean,KMEANSNF,0.5821887190465073,0.5786833364724006,15
0.75,beers,boostclean,KMEANSPPS,0.5722678377678516,0.575120016065921,15
0.75,beers,holoclean,DBSCAN,0.6019171866626134,0.5939375924916903,13
0.75,beers,holoclean,GMM,0.5903107922278519,0.5855780050236927,13
0.75,beers,holoclean,HC,0.7641264657390887,0.7479698191896337,13
0.75,beers,holoclean,KMEANS,0.5866596183901056,0.583557932811779,13
0.75,beers,holoclean,KMEANSNF,0.5865101432351782,0.578794359603654,13
0.75,beers,holoclean,KMEANSPPS,0.567863213917359,0.5725391111295276,13
0.75,beers,horizon,DBSCAN,0.568005584335925,0.5610693576058805,15
0.75,beers,horizon,GMM,0.6042104256029783,0.6000384135956834,15
0.75,beers,horizon,HC,0.744703648785782,0.7537225002256086,15
0.75,beers,horizon,KMEANS,0.5955236491953023,0.6000337595963675,15
0.75,beers,horizon,KMEANSNF,0.5910161868264905,0.5939421048972959,15
0.75,beers,horizon,KMEANSPPS,0.5827736545673655,0.5827355507315504,15
0.75,beers,mode,DBSCAN,0.6335052732307389,0.6295765687825275,13
0.75,beers,mode,GMM,0.6919362803742217,0.6753999710906093,13
0.75,beers,mode,HC,0.7641953858585209,0.7640638535543058,13
0.75,beers,mode,KMEANS,0.6987125592315537,0.6827001720942109,13
0.75,beers,mode,KMEANSNF,0.6646855963448998,0.6552763992321444,13
0.75,beers,mode,KMEANSPPS,0.661850472935063,0.6516332893568986,13
0.75,beers,scared,DBSCAN,0.582583869179067,0.5581375675479476,14
0.75,beers,scared,GMM,0.6011382931996111,0.60066873590394,15
0.75,beers,scared,HC,0.7309220821953515,0.7301424577856547,15
0.75,beers,scared,KMEANS,0.5956009859600366,0.5999832208461784,15
0.75,beers,scared,KMEANSNF,0.594996994700676,0.5970965871672103,15
0.75,beers,scared,KMEANSPPS,0.5801983229328581,0.5767167900448079,15
0.75,flights,GroundTruth,DBSCAN,0.6326401535732965,0.6326401535732965,15
0.75,flights,GroundTruth,GMM,0.6866973171235774,0.6757088400787257,15
0.75,flights,GroundTruth,HC,0.7261548295350749,0.7257573895179096,15
0.75,flights,GroundTruth,KMEANS,0.7257911766119856,0.7257911766119857,15
0.75,flights,GroundTruth,KMEANSNF,0.6667024470707124,0.6657762215032828,15
0.75,flights,GroundTruth,KMEANSPPS,0.6878850694606808,0.688829054558352,15
0.75,flights,Unified,DBSCAN,0.615464973015656,0.6095258565855969,15
0.75,flights,Unified,GMM,0.6143193808000953,0.6163838996480545,15
0.75,flights,Unified,HC,0.6660578089596941,0.6644821353965887,15
0.75,flights,Unified,KMEANS,0.632830519209836,0.6344030210361941,15
0.75,flights,Unified,KMEANSNF,0.6078355723219443,0.61021813159668,15
0.75,flights,Unified,KMEANSPPS,0.6154578531546919,0.6204472038799232,15
0.75,flights,baran,DBSCAN,0.6315990314080574,0.5984090716581919,15
0.75,flights,baran,GMM,0.6588282374244616,0.644097180683276,15
0.75,flights,baran,HC,0.7091646004444359,0.7094924618717422,15
0.75,flights,baran,KMEANS,0.6663197380477152,0.6492702472974256,15
0.75,flights,baran,KMEANSNF,0.6324853538213195,0.6329494769749079,15
0.75,flights,baran,KMEANSPPS,0.6343242890802092,0.6322922105258251,15
0.75,flights,bigdansing,DBSCAN,0.5698066441230335,0.5739089664411712,15
0.75,flights,bigdansing,GMM,0.6257554990176863,0.631535020661082,15
0.75,flights,bigdansing,HC,0.6737678598930578,0.6772404432395384,15
0.75,flights,bigdansing,KMEANS,0.6547536157823315,0.6591381848631944,15
0.75,flights,bigdansing,KMEANSNF,0.6477947067076743,0.650022944477898,15
0.75,flights,bigdansing,KMEANSPPS,0.6413481712698321,0.6453032657517213,15
0.75,flights,boostclean,DBSCAN,0.5362116911493263,0.5330478036198337,15
0.75,flights,boostclean,GMM,0.5942208543266836,0.5921692504149277,15
0.75,flights,boostclean,HC,0.6311393514943552,0.6268195456707034,15
0.75,flights,boostclean,KMEANS,0.6016489427027042,0.605502681908737,15
0.75,flights,boostclean,KMEANSNF,0.5906107958227209,0.5912461949432805,15
0.75,flights,boostclean,KMEANSPPS,0.5888559813319132,0.5928276132128825,15
0.75,flights,holoclean,DBSCAN,0.6025175267002223,0.6026853332861225,14
0.75,flights,holoclean,GMM,0.67387024033606,0.6700282314335563,14
0.75,flights,holoclean,HC,0.6898630704848445,0.6809575254581975,14
0.75,flights,holoclean,KMEANS,0.6713493786492085,0.6713493786492085,14
0.75,flights,holoclean,KMEANSNF,0.6474158731603242,0.6455065288779404,14
0.75,flights,holoclean,KMEANSPPS,0.6546818320007273,0.6540457163355854,14
0.75,flights,horizon,DBSCAN,0.7243355967158234,0.6957134225303182,15
0.75,flights,horizon,GMM,0.6532631335603604,0.6683572878946928,15
0.75,flights,horizon,HC,0.7847540073519262,0.7652353433646094,15
0.75,flights,horizon,KMEANS,0.6709695518496919,0.6783546368968272,15
0.75,flights,horizon,KMEANSNF,0.6467961488930214,0.6525206606959312,15
0.75,flights,horizon,KMEANSPPS,0.6536810369607142,0.6597961301353695,15
0.75,flights,mode,DBSCAN,0.7423895713959408,0.7048879862285238,15
0.75,flights,mode,GMM,0.8065750034948472,0.7640063812804853,15
