dataset,variant,seed,requested_error_rate,realized_error_rate,changed_cell_count,cleaning_state,clusterer,dirty_H_alpha,H_alpha,delta_H_vs_dirty,direction,valid_cluster_score,silhouette,davies_bouldin,n_rows_used,n_clusters,dirty_path,repaired_path,TP,FP,FN,EDR,precision,recall,F1
hospital,original,42,0.2,0.2,3600,dirty,KMEANS,0.3426184188746447,0.3426184188746447,0.0,zero,True,0.07199068774420254,2.852501140469568,859,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err20.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err20_dirty.csv,0,0,3600,0.0,,0.0,
hospital,original,42,0.2,0.2,3600,dirty,HC,0.35156966605687406,0.35156966605687406,0.0,zero,True,0.0797371131440874,2.7241588376606516,859,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err20.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err20_dirty.csv,0,0,3600,0.0,,0.0,
hospital,original,42,0.2,0.2,3600,mode_impute,KMEANS,0.3426184188746447,0.35691322544639237,0.014294806571747642,positive,True,0.09546936360913054,2.6673996069438037,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err20.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err20_mode_impute.csv,437,0,3163,0.1213888888888889,1.0,0.1213888888888889,0.21649739905870694
hospital,original,42,0.2,0.2,3600,mode_impute,HC,0.35156966605687406,0.3809694941100515,0.029399828053177424,positive,True,0.10116697279736687,2.341966497277958,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err20.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err20_mode_impute.csv,437,0,3163,0.1213888888888889,1.0,0.1213888888888889,0.21649739905870694
hospital,original,42,0.2,0.2,3600,winsor_mode,KMEANS,0.3426184188746447,0.35816918210807874,0.015550763233434017,positive,True,0.09238874408610133,2.644296490167498,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err20.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err20_winsor_mode.csv,437,35,3163,0.11166666666666666,0.9258474576271186,0.1213888888888889,0.21463654223968565
hospital,original,42,0.2,0.2,3600,winsor_mode,HC,0.35156966605687406,0.383987797807584,0.032418131750709955,positive,True,0.10710359604523506,2.3116736858568205,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err20.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err20_winsor_mode.csv,437,35,3163,0.11166666666666666,0.9258474576271186,0.1213888888888889,0.21463654223968565
hospital,original,42,0.3,0.3,5400,dirty,KMEANS,0.34147317065388827,0.34147317065388827,0.0,zero,True,0.07550098840243928,2.876370705641061,786,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err30.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err30_dirty.csv,0,0,5400,0.0,,0.0,
hospital,original,42,0.3,0.3,5400,dirty,HC,0.339001252814366,0.339001252814366,0.0,zero,True,0.09025538854122175,2.9389779161431493,786,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err30.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err30_dirty.csv,0,0,5400,0.0,,0.0,
hospital,original,42,0.3,0.3,5400,mode_impute,KMEANS,0.34147317065388827,0.3342588912346152,-0.007214279419273051,negative,True,0.07659349037105624,2.9972994088541145,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err30.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err30_mode_impute.csv,606,0,4794,0.11222222222222222,1.0,0.11222222222222222,0.2017982017982018
hospital,original,42,0.3,0.3,5400,mode_impute,HC,0.339001252814366,0.3546891380037286,0.015687885189362594,positive,True,0.07348665344970062,2.667394196896212,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err30.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err30_mode_impute.csv,606,0,4794,0.11222222222222222,1.0,0.11222222222222222,0.2017982017982018
hospital,original,42,0.3,0.3,5400,winsor_mode,KMEANS,0.34147317065388827,0.34914121090078654,0.007668040246898267,positive,True,0.09584061394630035,2.7856257482609084,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err30.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err30_winsor_mode.csv,606,32,4794,0.10629629629629629,0.9498432601880877,0.11222222222222222,0.2007287181185823
hospital,original,42,0.3,0.3,5400,winsor_mode,HC,0.339001252814366,0.3342961911628833,-0.0047050616514827115,negative,True,0.08240382555199907,3.005512841055386,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err30.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed42_err30_winsor_mode.csv,606,32,4794,0.10629629629629629,0.9498432601880877,0.11222222222222222,0.2007287181185823
hospital,original,43,0.1,0.1,1800,dirty,KMEANS,0.38591649482040036,0.38591649482040036,0.0,zero,True,0.12158280458332854,2.3077978391688863,934,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err10.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err10_dirty.csv,0,0,1800,0.0,,0.0,
hospital,original,43,0.1,0.1,1800,dirty,HC,0.383969391740989,0.383969391740989,0.0,zero,True,0.13209707754423097,2.347276928616997,934,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err10.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err10_dirty.csv,0,0,1800,0.0,,0.0,
hospital,original,43,0.1,0.1,1800,mode_impute,KMEANS,0.38591649482040036,0.37605668429249317,-0.009859810527907187,negative,True,0.11016319114572841,2.4197192809910404,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err10.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err10_mode_impute.csv,224,0,1576,0.12444444444444444,1.0,0.12444444444444444,0.22134387351778656
hospital,original,43,0.1,0.1,1800,mode_impute,HC,0.383969391740989,0.40372210384381196,0.019752712102822978,positive,True,0.1622472686315078,2.1474968741878877,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err10.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err10_mode_impute.csv,224,0,1576,0.12444444444444444,1.0,0.12444444444444444,0.22134387351778656
hospital,original,43,0.1,0.1,1800,winsor_mode,KMEANS,0.38591649482040036,0.38176352427694343,-0.004152970543456924,negative,True,0.10985034028928496,2.3442670751740695,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err10.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err10_winsor_mode.csv,224,35,1576,0.105,0.8648648648648649,0.12444444444444444,0.21758135016998542
hospital,original,43,0.1,0.1,1800,winsor_mode,HC,0.383969391740989,0.43092414091256276,0.04695474917157377,positive,True,0.17484141827621522,1.8688416432398125,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err10.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err10_winsor_mode.csv,224,35,1576,0.105,0.8648648648648649,0.12444444444444444,0.21758135016998542
hospital,original,43,0.2,0.2,3600,dirty,KMEANS,0.3464434549009238,0.3464434549009238,0.0,zero,True,0.08015999963866154,2.8042122296508585,866,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err20.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err20_dirty.csv,0,0,3600,0.0,,0.0,
hospital,original,43,0.2,0.2,3600,dirty,HC,0.3297526335953145,0.3297526335953145,0.0,zero,True,0.06748034841956035,3.0603735157646774,866,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err20.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err20_dirty.csv,0,0,3600,0.0,,0.0,
hospital,original,43,0.2,0.2,3600,mode_impute,KMEANS,0.3464434549009238,0.3566681339663997,0.010224679065475861,positive,True,0.09280211012604048,2.667080658331903,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err20.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err20_mode_impute.csv,435,0,3165,0.12083333333333333,1.0,0.12083333333333333,0.21561338289962825
hospital,original,43,0.2,0.2,3600,mode_impute,HC,0.3297526335953145,0.35718639748803216,0.027433763892717677,positive,True,0.09847088049194076,2.667780502098439,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err20.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err20_mode_impute.csv,435,0,3165,0.12083333333333333,1.0,0.12083333333333333,0.21561338289962825
hospital,original,43,0.2,0.2,3600,winsor_mode,KMEANS,0.3464434549009238,0.3596643713010482,0.013220916400124405,positive,True,0.09093989581967639,2.620240728870702,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err20.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err20_winsor_mode.csv,435,34,3165,0.11138888888888888,0.9275053304904051,0.12083333333333333,0.21381174735807323
hospital,original,43,0.2,0.2,3600,winsor_mode,HC,0.3297526335953145,0.3808930045943735,0.05114037099905899,positive,True,0.1059334020418238,2.3499027158361323,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err20.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err20_winsor_mode.csv,435,34,3165,0.11138888888888888,0.9275053304904051,0.12083333333333333,0.21381174735807323
hospital,original,43,0.3,0.3,5400,dirty,KMEANS,0.3343766143192934,0.3343766143192934,0.0,zero,True,0.06252246165094211,2.9734954480245293,815,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err30.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err30_dirty.csv,0,0,5400,0.0,,0.0,
hospital,original,43,0.3,0.3,5400,dirty,HC,0.3774381455624328,0.3774381455624328,0.0,zero,True,0.1090765624751576,2.399790176881847,815,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err30.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err30_dirty.csv,0,0,5400,0.0,,0.0,
hospital,original,43,0.3,0.3,5400,mode_impute,KMEANS,0.3343766143192934,0.3569980340535264,0.02262141973423304,positive,True,0.10335909604877537,2.677720792824096,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err30.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err30_mode_impute.csv,616,0,4784,0.11407407407407408,1.0,0.11407407407407408,0.20478723404255322
hospital,original,43,0.3,0.3,5400,mode_impute,HC,0.3774381455624328,0.3326026719597861,-0.044835473602646725,negative,True,0.08216910672962646,3.033895479279491,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err30.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err30_mode_impute.csv,616,0,4784,0.11407407407407408,1.0,0.11407407407407408,0.20478723404255322
hospital,original,43,0.3,0.3,5400,winsor_mode,KMEANS,0.3343766143192934,0.352048012894856,0.017671398575562602,positive,True,0.08659964747806849,2.7272407827662275,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err30.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err30_winsor_mode.csv,616,28,4784,0.10888888888888888,0.9565217391304348,0.11407407407407408,0.2038385175380543
hospital,original,43,0.3,0.3,5400,winsor_mode,HC,0.3774381455624328,0.32832352884937405,-0.04911461671305878,negative,True,0.060459043736797835,3.074278576664401,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err30.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed43_err30_winsor_mode.csv,616,28,4784,0.10888888888888888,0.9565217391304348,0.11407407407407408,0.2038385175380543
hospital,original,44,0.1,0.1,1800,dirty,KMEANS,0.37083820741803764,0.37083820741803764,0.0,zero,True,0.10090921852817737,2.4768944673531204,945,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err10.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err10_dirty.csv,0,0,1800,0.0,,0.0,
hospital,original,44,0.1,0.1,1800,dirty,HC,0.37530981407016195,0.37530981407016195,0.0,zero,True,0.13750036759752496,2.4680981202306413,945,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err10.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err10_dirty.csv,0,0,1800,0.0,,0.0,
hospital,original,44,0.1,0.1,1800,mode_impute,KMEANS,0.37083820741803764,0.42295165837272475,0.05211345095468711,positive,True,0.17880160621246227,1.9564459947058026,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err10.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err10_mode_impute.csv,219,0,1581,0.12166666666666667,1.0,0.12166666666666667,0.2169390787518574
hospital,original,44,0.1,0.1,1800,mode_impute,HC,0.37530981407016195,0.400832169360162,0.025522355290000076,positive,True,0.1612011716942745,2.1798172643950595,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err10.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err10_mode_impute.csv,219,0,1581,0.12166666666666667,1.0,0.12166666666666667,0.2169390787518574
hospital,original,44,0.1,0.1,1800,winsor_mode,KMEANS,0.37083820741803764,0.36476402892878956,-0.006074178489248072,negative,True,0.10157630621475866,2.5625957679145923,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err10.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err10_winsor_mode.csv,219,34,1581,0.10277777777777777,0.8656126482213439,0.12166666666666667,0.21334632245494398
hospital,original,44,0.1,0.1,1800,winsor_mode,HC,0.37530981407016195,0.4367475543780022,0.06143774030784027,positive,True,0.1670578952097686,1.8003924789637575,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err10.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err10_winsor_mode.csv,219,34,1581,0.10277777777777777,0.8656126482213439,0.12166666666666667,0.21334632245494398
hospital,original,44,0.2,0.2,3600,dirty,KMEANS,0.3395368436164209,0.3395368436164209,0.0,zero,True,0.07189316258840299,2.9023309596666,868,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err20.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err20_dirty.csv,0,0,3600,0.0,,0.0,
hospital,original,44,0.2,0.2,3600,dirty,HC,0.3332440491824458,0.3332440491824458,0.0,zero,True,0.066769776491922,2.9993187751968597,868,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err20.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err20_dirty.csv,0,0,3600,0.0,,0.0,
hospital,original,44,0.2,0.2,3600,mode_impute,KMEANS,0.3395368436164209,0.3827447249422022,0.043207881325781294,positive,True,0.1312946061545253,2.3618886824772853,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err20.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err20_mode_impute.csv,392,0,3208,0.10888888888888888,1.0,0.10888888888888888,0.1963927855711423
hospital,original,44,0.2,0.2,3600,mode_impute,HC,0.3332440491824458,0.3361896637880031,0.0029456146055572563,positive,True,0.08194351587779733,2.973027414703874,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err20.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err20_mode_impute.csv,392,0,3208,0.10888888888888888,1.0,0.10888888888888888,0.1963927855711423
hospital,original,44,0.2,0.2,3600,winsor_mode,KMEANS,0.3395368436164209,0.3413491951238236,0.0018123515074027208,positive,True,0.07243454037078992,2.8736622444388296,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err20.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err20_winsor_mode.csv,392,31,3208,0.10027777777777777,0.9267139479905437,0.10888888888888888,0.19487944320159087
hospital,original,44,0.2,0.2,3600,winsor_mode,HC,0.3332440491824458,0.3652441272935241,0.0320000781110783,positive,True,0.10503205362377263,2.5608316060491334,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err20.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err20_winsor_mode.csv,392,31,3208,0.10027777777777777,0.9267139479905437,0.10888888888888888,0.19487944320159087
hospital,original,44,0.3,0.3,5400,dirty,KMEANS,0.33510243633718745,0.33510243633718745,0.0,zero,True,0.07176626318229123,2.9756702377296502,820,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err30.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err30_dirty.csv,0,0,5400,0.0,,0.0,
hospital,original,44,0.3,0.3,5400,dirty,HC,0.3686311672435874,0.3686311672435874,0.0,zero,True,0.09354984605134388,2.496514595355452,820,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err30.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err30_dirty.csv,0,0,5400,0.0,,0.0,
hospital,original,44,0.3,0.3,5400,mode_impute,KMEANS,0.33510243633718745,0.3523451659377931,0.017242729600605633,positive,True,0.09277952821629223,2.73195142867458,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err30.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err30_mode_impute.csv,661,0,4739,0.12240740740740741,1.0,0.12240740740740741,0.21811582247153938
hospital,original,44,0.3,0.3,5400,mode_impute,HC,0.3686311672435874,0.3582989679451455,-0.010332199298441924,negative,True,0.08710361932909791,2.634495009186394,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err30.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err30_mode_impute.csv,661,0,4739,0.12240740740740741,1.0,0.12240740740740741,0.21811582247153938
hospital,original,44,0.3,0.3,5400,winsor_mode,KMEANS,0.33510243633718745,0.3520827327430399,0.01698029640585247,positive,True,0.08746763217804779,2.7280150714068974,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err30.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err30_winsor_mode.csv,661,25,4739,0.11777777777777777,0.9635568513119533,0.12240740740740741,0.2172198488333881
hospital,original,44,0.3,0.3,5400,winsor_mode,HC,0.3686311672435874,0.34173985502212934,-0.026891312221458075,negative,True,0.08383724055057236,2.884742555655635,1000,5,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err30.csv,analysis\validity_sensitivity\generated_seed_data\hospital\original\seed44_err30_winsor_mode.csv,661,25,4739,0.11777777777777777,0.9635568513119533,0.12240740740740741,0.2172198488333881
